1, 8_Alnalisis-y-Sintesis_REV2022, pdf
2, 9_Mapa-de-Karnaugh_REV2022, pdf
3, AyOCI-TP6_REV2023, pdf
4, AyOCI-TP7_REV2023, pdf
5, AyOCI-TP8_REV2023, pdf
6, Clase 0 - Presentacion, pptx
7, Clase 8 - Manejos de archivos (1), pptx
8, Clase 8 - Manejos de archivos (2), pptx
9, Clase 8 - Manejos de archivos, pptx
10, desktop, ini
11, GoogleDriveSetup, exe
12, TP7-AyOC, docx
13, TP7-MD, pdf
14, TP8-MD (1), pdf
15, TP8-MD, pdf
16, TPN°7_AB, pptx
17, TPN°8_Grafo, pptx
